Cut_x,Cut_y,loss,Height,Permitivity,Freq
4.6,0.9,-26.05963448,1.6,4.4,4
4.8,0.9,-23.29590736,1.6,4.4,4
5,0.9,-21.57831241,1.6,4.4,4
2,1,-20.04495964,1.6,4.4,4
2.2,1,-20.6098827,1.6,4.4,4
2.4,1,-20.39869585,1.6,4.4,4
2.6,1,-22.40889537,1.6,4.4,4
2.8,1,-23.86470678,1.6,4.4,4
3,1,-24.63322375,1.6,4.4,4
3.2,1,-26.56377084,1.6,4.4,4
3.4,1,-30.498852,1.6,4.4,4
3.6,1,-34.68454415,1.6,4.4,4
3.8,1,-39.52923678,1.6,4.4,4
4,1,-37.01161428,1.6,4.4,4
4.2,1,-30.44211953,1.6,4.4,4
4.4,1,-27.24408793,1.6,4.4,4
4.6,1,-23.913718,1.6,4.4,4
4.8,1,-21.32567684,1.6,4.4,4
3.2,0.2,-20.68392217,1.6,4.4,5.8
3.4,0.2,-21.53785806,1.6,4.4,5.8
3.6,0.2,-23.64867892,1.6,4.4,5.8
3.8,0.2,-26.30948604,1.6,4.4,5.8
4,0.2,-32.78678068,1.6,4.4,5.8
4.4,0.2,-31.91781891,1.6,4.4,5.8
4.6,0.2,-24.21096505,1.6,4.4,5.8
4.8,0.2,-20.17952522,1.6,4.4,5.8
2.8,0.3,-20.58563245,1.6,4.4,5.8
3,0.3,-21.91541619,1.6,4.4,5.8
3.2,0.3,-22.66164657,1.6,4.4,5.8
3.4,0.3,-24.70372204,1.6,4.4,5.8
3.6,0.3,-26.11440198,1.6,4.4,5.8
4.2,0.3,-27.85035884,1.6,4.4,5.8
4.4,0.3,-22.75037888,1.6,4.4,5.8
2.6,0.4,-20.33451526,1.6,4.4,5.8
2.8,0.4,-21.86226104,1.6,4.4,5.8
3,0.4,-23.82987718,1.6,4.4,5.8
3.2,0.4,-26.81102457,1.6,4.4,5.8
3.4,0.4,-29.51810251,1.6,4.4,5.8
3.8,0.4,-35.46504749,1.6,4.4,5.8
4,0.4,-27.12408711,1.6,4.4,5.8
4.2,0.4,-21.70922407,1.6,4.4,5.8
2.4,0.5,-20.21042071,1.6,4.4,5.8
2.6,0.5,-21.6738021,1.6,4.4,5.8
2.8,0.5,-24.20861761,1.6,4.4,5.8
3,0.5,-26.5764989,1.6,4.4,5.8
3.2,0.5,-29.3786155,1.6,4.4,5.8
3.6,0.5,-34.60995759,1.6,4.4,5.8
3.8,0.5,-26.04785008,1.6,4.4,5.8
4,0.5,-21.44759177,1.6,4.4,5.8
2.2,0.6,-20.60275957,1.6,4.4,5.8
2.4,0.6,-22.03796766,1.6,4.4,5.8
2.6,0.6,-23.68509809,1.6,4.4,5.8
2.8,0.6,-25.13335444,1.6,4.4,5.8
3,0.6,-28.78061084,1.6,4.4,5.8
3.4,0.6,-36.03443177,1.6,4.4,5.8
3.6,0.6,-26.72367989,1.6,4.4,5.8
3.8,0.6,-22.14626503,1.6,4.4,5.8
2.2,0.7,-21.36794271,1.6,4.4,5.8
2.4,0.7,-22.13886016,1.6,4.4,5.8
2.6,0.7,-25.16489594,1.6,4.4,5.8
2.8,0.7,-27.91353182,1.6,4.4,5.8
3,0.7,-37.30400989,1.6,4.4,5.8
3.4,0.7,-28.25895674,1.6,4.4,5.8
3.6,0.7,-23.21708138,1.6,4.4,5.8
2,0.8,-20.42499275,1.6,4.4,5.8
2.2,0.8,-22.32842607,1.6,4.4,5.8
2.4,0.8,-23.54622443,1.6,4.4,5.8
2.6,0.8,-26.82142407,1.6,4.4,5.8
2.8,0.8,-34.37885845,1.6,4.4,5.8
3.2,0.8,-30.62377973,1.6,4.4,5.8
3.4,0.8,-25.0693511,1.6,4.4,5.8
3.6,0.8,-20.68006079,1.6,4.4,5.8
2,0.9,-21.69649524,1.6,4.4,5.8
2.2,0.9,-22.87486407,1.6,4.4,5.8
2.4,0.9,-25.7757262,1.6,4.4,5.8
2.6,0.9,-30.99191289,1.6,4.4,5.8
3,0.9,-32.84172858,1.6,4.4,5.8
3.2,0.9,-25.70257853,1.6,4.4,5.8
3.4,0.9,-22.03943637,1.6,4.4,5.8
1.8,1,-21.51428746,1.6,4.4,5.8
2,1,-23.11655654,1.6,4.4,5.8
2.2,1,-24.91705368,1.6,4.4,5.8
2.4,1,-28.31965077,1.6,4.4,5.8
2.6,1,-36.02086039,1.6,4.4,5.8
3,1,-28.20697791,1.6,4.4,5.8
3.2,1,-23.75762403,1.6,4.4,5.8
0.4,0.2,-31.41025415,1.6,9.4,0.915
1,0.2,-30.81283175,1.6,9.4,0.915
1.8,0.2,-39.52547608,1.6,9.4,0.915
2.8,0.2,-20.14914177,1.6,9.4,0.915
3,0.2,-20.24873921,1.6,9.4,0.915
3.8,0.2,-24.83673672,1.6,9.4,0.915
4.2,0.2,-36.2890085,1.6,9.4,0.915
4.4,0.2,-22.81099319,1.6,9.4,0.915
5.4,0.2,-28.15972789,1.6,9.4,0.915
5.6,0.2,-29.58173699,1.6,9.4,0.915
5.8,0.2,-29.19442685,1.6,9.4,0.915
6.2,0.2,-20.90836469,1.6,9.4,0.915
6.4,0.2,-28.11088249,1.6,9.4,0.915
6.6,0.2,-29.66496098,1.6,9.4,0.915
7,0.2,-24.89484806,1.6,9.4,0.915
7.2,0.2,-22.03282297,1.6,9.4,0.915
7.6,0.2,-21.23164285,1.6,9.4,0.915
8.2,0.2,-23.7619908,1.6,9.4,0.915
8.4,0.2,-22.86819566,1.6,9.4,0.915
9.2,0.2,-20.93741239,1.6,9.4,0.915
11.2,0.2,-38.43689257,1.6,9.4,0.915
11.6,0.2,-23.84703074,1.6,9.4,0.915
14.8,0.2,-22.37066299,1.6,9.4,0.915
18.6,0.2,-20.14206635,1.6,9.4,0.915
19,0.2,-21.32609637,1.6,9.4,0.915
20.4,0.2,-21.47031309,1.6,9.4,0.915
0.6,0.3,-30.45823305,1.6,9.4,0.915
0.8,0.3,-24.45056249,1.6,9.4,0.915
1.2,0.3,-27.91280551,1.6,9.4,0.915
1.4,0.3,-22.29956615,1.6,9.4,0.915
1.8,0.3,-24.67482369,1.6,9.4,0.915
2,0.3,-20.09739077,1.6,9.4,0.915
2.2,0.3,-22.59129931,1.6,9.4,0.915
2.4,0.3,-25.34801278,1.6,9.4,0.915
2.8,0.3,-21.90172953,1.6,9.4,0.915
3.2,0.3,-24.8598947,1.6,9.4,0.915
3.8,0.3,-20.53832781,1.6,9.4,0.915
4,0.3,-24.77607821,1.6,9.4,0.915
4.2,0.3,-21.31382201,1.6,9.4,0.915
4.8,0.3,-23.95860755,1.6,9.4,0.915
5,0.3,-21.64291419,1.6,9.4,0.915
5.2,0.3,-20.26823145,1.6,9.4,0.915
5.6,0.3,-21.85997564,1.6,9.4,0.915
7.2,0.3,-20.60389237,1.6,9.4,0.915
11.4,0.3,-32.45780402,1.6,9.4,0.915
13.4,0.3,-20.31809659,1.6,9.4,0.915
16.4,0.3,-24.97070819,1.6,9.4,0.915
0.4,0.4,-24.85949896,1.6,9.4,0.915
0.8,0.4,-25.18270857,1.6,9.4,0.915
1,0.4,-24.78928407,1.6,9.4,0.915
1.2,0.4,-21.46718268,1.6,9.4,0.915
1.4,0.4,-25.77715499,1.6,9.4,0.915
1.8,0.4,-23.0352855,1.6,9.4,0.915
3.8,0.4,-20.35811327,1.6,9.4,0.915
6,0.4,-24.90012551,1.6,9.4,0.915
8.4,0.4,-29.64251157,1.6,9.4,0.915
13.8,0.4,-20.23987714,1.6,9.4,0.915
0.8,0.5,-21.30730855,1.6,9.4,0.915
1,0.5,-35.85388699,1.6,9.4,0.915
1.2,0.5,-21.4394869,1.6,9.4,0.915
1.6,0.5,-21.44938912,1.6,9.4,0.915
1.8,0.5,-20.23257381,1.6,9.4,0.915
2,0.5,-20.81398307,1.6,9.4,0.915
2.2,0.5,-25.31130751,1.6,9.4,0.915
6.4,0.5,-20.34880495,1.6,9.4,0.915
10.6,0.5,-26.25544986,1.6,9.4,0.915
13.8,0.5,-36.69188602,1.6,9.4,0.915
17.8,0.5,-22.41198177,1.6,9.4,0.915
0.6,0.6,-24.28205699,1.6,9.4,0.915
0.8,0.6,-24.43615696,1.6,9.4,0.915
1.4,0.6,-21.39871052,1.6,9.4,0.915
2.2,0.6,-22.0825144,1.6,9.4,0.915
2.4,0.6,-20.6059937,1.6,9.4,0.915
2.6,0.6,-26.44099599,1.6,9.4,0.915
3.8,0.6,-28.25897175,1.6,9.4,0.915
4,0.6,-24.57281212,1.6,9.4,0.915
4.8,0.6,-20.49181291,1.6,9.4,0.915
5.4,0.6,-30.63997643,1.6,9.4,0.915
6.4,0.6,-23.50257334,1.6,9.4,0.915
7.2,0.6,-20.72516539,1.6,9.4,0.915
7.4,0.6,-24.02003119,1.6,9.4,0.915
8.2,0.6,-33.04841509,1.6,9.4,0.915
10.6,0.6,-24.74489965,1.6,9.4,0.915
11,0.6,-22.17438316,1.6,9.4,0.915
12.8,0.6,-26.86554108,1.6,9.4,0.915
13,0.6,-23.39043141,1.6,9.4,0.915
15.8,0.6,-20.79576125,1.6,9.4,0.915
23.2,0.6,-22.22076721,1.6,9.4,0.915
0.4,0.7,-27.46514565,1.6,9.4,0.915
0.8,0.7,-20.17926729,1.6,9.4,0.915
1,0.7,-22.45618646,1.6,9.4,0.915
1.6,0.7,-20.99664335,1.6,9.4,0.915
1.8,0.7,-24.68705815,1.6,9.4,0.915
2.4,0.7,-37.77588209,1.6,9.4,0.915
3,0.7,-27.9473092,1.6,9.4,0.915
3.2,0.7,-29.48423279,1.6,9.4,0.915
4.4,0.7,-24.26029191,1.6,9.4,0.915
5,0.7,-22.85984195,1.6,9.4,0.915
5.4,0.7,-25.58004497,1.6,9.4,0.915
6,0.7,-20.29703362,1.6,9.4,0.915
6.2,0.7,-21.98099,1.6,9.4,0.915
6.8,0.7,-27.74574552,1.6,9.4,0.915
7.4,0.7,-20.57401764,1.6,9.4,0.915
7.6,0.7,-22.56084516,1.6,9.4,0.915
8,0.7,-26.01558631,1.6,9.4,0.915
8.2,0.7,-23.45262137,1.6,9.4,0.915
8.4,0.7,-22.29202585,1.6,9.4,0.915
8.6,0.7,-21.31890828,1.6,9.4,0.915
9.2,0.7,-22.12404835,1.6,9.4,0.915
12.6,0.7,-20.20419486,1.6,9.4,0.915
13,0.7,-26.18264279,1.6,9.4,0.915
13.2,0.7,-24.15447071,1.6,9.4,0.915
13.4,0.7,-20.91090392,1.6,9.4,0.915
13.6,0.7,-26.35920695,1.6,9.4,0.915
19.8,0.7,-22.87355213,1.6,9.4,0.915
0.4,0.8,-24.80239984,1.6,9.4,0.915
3.6,0.8,-26.43012421,1.6,9.4,0.915
3.8,0.8,-27.24414094,1.6,9.4,0.915
4.4,0.8,-21.21942504,1.6,9.4,0.915
4.8,0.8,-21.63935449,1.6,9.4,0.915
5,0.8,-27.49722396,1.6,9.4,0.915
6.2,0.8,-24.22952779,1.6,9.4,0.915
6.4,0.8,-21.99203834,1.6,9.4,0.915
6.8,0.8,-21.2759969,1.6,9.4,0.915
7.4,0.8,-21.78011677,1.6,9.4,0.915
9.8,0.8,-22.32553847,1.6,9.4,0.915
13.6,0.8,-34.69710215,1.6,9.4,0.915
14.4,0.8,-21.19470024,1.6,9.4,0.915
16,0.8,-21.32854851,1.6,9.4,0.915
1.4,0.9,-30.91626844,1.6,9.4,0.915
1.6,0.9,-22.60219643,1.6,9.4,0.915
3,0.9,-27.72941324,1.6,9.4,0.915
4.2,0.9,-23.2284503,1.6,9.4,0.915
4.4,0.9,-23.04880118,1.6,9.4,0.915
4.6,0.9,-20.79719224,1.6,9.4,0.915
5,0.9,-23.32407817,1.6,9.4,0.915
5.6,0.9,-33.95914303,1.6,9.4,0.915
6,0.9,-29.89533794,1.6,9.4,0.915
6.4,0.9,-31.24496835,1.6,9.4,0.915
8.8,0.9,-20.50800652,1.6,9.4,0.915
10.6,0.9,-25.33046028,1.6,9.4,0.915
11,0.9,-23.61681388,1.6,9.4,0.915
13.4,0.9,-24.85945509,1.6,9.4,0.915
0.4,1,-23.28107627,1.6,9.4,0.915
1.2,1,-24.0574772,1.6,9.4,0.915
1.4,1,-28.71425485,1.6,9.4,0.915
2,1,-21.70428694,1.6,9.4,0.915
2.6,1,-25.93887428,1.6,9.4,0.915
2.8,1,-21.18896531,1.6,9.4,0.915
3.2,1,-21.61712863,1.6,9.4,0.915
3.4,1,-26.64528327,1.6,9.4,0.915
3.8,1,-20.68844528,1.6,9.4,0.915
4.8,1,-22.85625707,1.6,9.4,0.915
5.2,1,-25.43095763,1.6,9.4,0.915
9.2,1,-20.11300941,1.6,9.4,0.915
9.4,1,-20.79298487,1.6,9.4,0.915
12.4,1,-29.01291532,1.6,9.4,0.915
12.6,1,-20.98890492,1.6,9.4,0.915
13,1,-24.05835751,1.6,9.4,0.915
7.2,0.2,-22.04127326,1.6,9.4,2.45
7.4,0.2,-21.41795236,1.6,9.4,2.45
7.8,0.2,-24.45367774,1.6,9.4,2.45
8,0.2,-28.59013487,1.6,9.4,2.45
8.2,0.2,-26.31811895,1.6,9.4,2.45
8.4,0.2,-30.88181183,1.6,9.4,2.45
8.6,0.2,-21.84142244,1.6,9.4,2.45
8.8,0.2,-30.55181578,1.6,9.4,2.45
9,0.2,-26.48388531,1.6,9.4,2.45
9.2,0.2,-20.91196105,1.6,9.4,2.45
9.4,0.2,-22.40863077,1.6,9.4,2.45
9.6,0.2,-28.12262782,1.6,9.4,2.45
6.4,0.3,-21.10390913,1.6,9.4,2.45
6.6,0.3,-21.96482118,1.6,9.4,2.45
6.8,0.3,-21.90157908,1.6,9.4,2.45
7,0.3,-24.24133947,1.6,9.4,2.45
7.2,0.3,-25.95091411,1.6,9.4,2.45
7.4,0.3,-29.2884469,1.6,9.4,2.45
7.6,0.3,-36.10872082,1.6,9.4,2.45
8,0.3,-33.98512226,1.6,9.4,2.45
8.2,0.3,-27.22631111,1.6,9.4,2.45
8.4,0.3,-26.20819561,1.6,9.4,2.45
8.6,0.3,-29.62914416,1.6,9.4,2.45
8.8,0.3,-28.39351859,1.6,9.4,2.45
9.2,0.3,-37.98594062,1.6,9.4,2.45
5.8,0.4,-20.28989888,1.6,9.4,2.45
6,0.4,-21.85927898,1.6,9.4,2.45
6.4,0.4,-23.97660806,1.6,9.4,2.45
6.6,0.4,-26.10002995,1.6,9.4,2.45
6.8,0.4,-28.30301605,1.6,9.4,2.45
7,0.4,-25.73508914,1.6,9.4,2.45
7.2,0.4,-31.98479243,1.6,9.4,2.45
7.4,0.4,-34.96779189,1.6,9.4,2.45
7.6,0.4,-30.33465226,1.6,9.4,2.45
7.8,0.4,-26.56219183,1.6,9.4,2.45
8,0.4,-24.15465012,1.6,9.4,2.45
8.2,0.4,-26.21844665,1.6,9.4,2.45
8.8,0.4,-27.55991379,1.6,9.4,2.45
5.6,0.5,-21.80991396,1.6,9.4,2.45
5.8,0.5,-20.86679504,1.6,9.4,2.45
6,0.5,-23.41603127,1.6,9.4,2.45
6.2,0.5,-25.30014789,1.6,9.4,2.45
6.4,0.5,-24.11084499,1.6,9.4,2.45
6.6,0.5,-29.75388533,1.6,9.4,2.45
6.8,0.5,-32.11689795,1.6,9.4,2.45
7,0.5,-21.9250361,1.6,9.4,2.45
7.4,0.5,-27.56630362,1.6,9.4,2.45
7.6,0.5,-25.1923159,1.6,9.4,2.45
7.8,0.5,-22.11932662,1.6,9.4,2.45
5.2,0.6,-20.78306972,1.6,9.4,2.45
5.4,0.6,-22.1617509,1.6,9.4,2.45
5.6,0.6,-23.08228827,1.6,9.4,2.45
6,0.6,-27.01948534,1.6,9.4,2.45
6.2,0.6,-31.2594648,1.6,9.4,2.45
6.4,0.6,-29.75162873,1.6,9.4,2.45
6.6,0.6,-38.21278325,1.6,9.4,2.45
6.8,0.6,-22.76118381,1.6,9.4,2.45
7,0.6,-21.30604844,1.6,9.4,2.45
7.2,0.6,-24.6106038,1.6,9.4,2.45
7.4,0.6,-22.47115087,1.6,9.4,2.45
7.6,0.6,-21.78316911,1.6,9.4,2.45
4.8,0.7,-20.49374739,1.6,9.4,2.45
5.2,0.7,-22.92668942,1.6,9.4,2.45
5.4,0.7,-24.0649488,1.6,9.4,2.45
5.6,0.7,-25.09117427,1.6,9.4,2.45
5.8,0.7,-29.21512172,1.6,9.4,2.45
6,0.7,-31.3768534,1.6,9.4,2.45
6.2,0.7,-33.70821789,1.6,9.4,2.45
6.4,0.7,-33.3804775,1.6,9.4,2.45
6.6,0.7,-30.5923078,1.6,9.4,2.45
6.8,0.7,-27.13626067,1.6,9.4,2.45
7,0.7,-24.54095354,1.6,9.4,2.45
7.2,0.7,-22.37125409,1.6,9.4,2.45
7.4,0.7,-20.23385897,1.6,9.4,2.45
7.8,0.7,-34.92891069,1.6,9.4,2.45
8,0.7,-36.15574524,1.6,9.4,2.45
4.6,0.8,-21.22131478,1.6,9.4,2.45
4.8,0.8,-22.14655126,1.6,9.4,2.45
5,0.8,-23.43012463,1.6,9.4,2.45
5.4,0.8,-26.23056417,1.6,9.4,2.45
5.6,0.8,-30.04223383,1.6,9.4,2.45
5.8,0.8,-32.6396555,1.6,9.4,2.45
6,0.8,-35.02607652,1.6,9.4,2.45
6.2,0.8,-35.66664775,1.6,9.4,2.45
6.4,0.8,-22.93225393,1.6,9.4,2.45
6.6,0.8,-27.38829157,1.6,9.4,2.45
6.8,0.8,-23.68105999,1.6,9.4,2.45
7,0.8,-36.54113573,1.6,9.4,2.45
7.4,0.8,-23.70532216,1.6,9.4,2.45
7.8,0.8,-20.56848774,1.6,9.4,2.45
4.2,0.9,-20.75926613,1.6,9.4,2.45
4.4,0.9,-20.97753014,1.6,9.4,2.45
4.6,0.9,-22.34756828,1.6,9.4,2.45
4.8,0.9,-23.33820764,1.6,9.4,2.45
5,0.9,-25.53667091,1.6,9.4,2.45
5.2,0.9,-26.51664173,1.6,9.4,2.45
5.4,0.9,-31.02972261,1.6,9.4,2.45
5.6,0.9,-36.87727081,1.6,9.4,2.45
5.8,0.9,-32.7970026,1.6,9.4,2.45
6,0.9,-34.7655432,1.6,9.4,2.45
6.4,0.9,-24.87927523,1.6,9.4,2.45
6.6,0.9,-22.5162089,1.6,9.4,2.45
6.8,0.9,-26.45456737,1.6,9.4,2.45
4,1,-21.0481228,1.6,9.4,2.45
4.2,1,-21.16314612,1.6,9.4,2.45
4.4,1,-23.14863302,1.6,9.4,2.45
4.6,1,-24.28916968,1.6,9.4,2.45
4.8,1,-25.75429093,1.6,9.4,2.45
5,1,-28.69209892,1.6,9.4,2.45
5.2,1,-29.44917698,1.6,9.4,2.45
5.4,1,-36.35379845,1.6,9.4,2.45
5.6,1,-31.87834991,1.6,9.4,2.45
5.8,1,-31.22033281,1.6,9.4,2.45
6,1,-28.01211451,1.6,9.4,2.45
6.2,1,-25.16330479,1.6,9.4,2.45
6.4,1,-22.23012681,1.6,9.4,2.45
6.6,1,-20.13646931,1.6,9.4,2.45
7.2,1,-25.1511093,1.6,9.4,2.45
7.4,1,-30.65704188,1.6,9.4,2.45
7.6,1,-20.286665,1.6,9.4,2.45
4.8,0.2,-20.80511997,1.6,9.4,4
5,0.2,-23.90814085,1.6,9.4,4
5.2,0.2,-29.49628193,1.6,9.4,4
5.4,0.2,-35.10485607,1.6,9.4,4
5.6,0.2,-39.03322257,1.6,9.4,4
4.4,0.3,-20.49765313,1.6,9.4,4
4.6,0.3,-21.92731995,1.6,9.4,4
4.8,0.3,-27.78230297,1.6,9.4,4
5.4,0.3,-21.83866779,1.6,9.4,4
4.2,0.4,-22.05658215,1.6,9.4,4
4.4,0.4,-25.10934966,1.6,9.4,4
4.6,0.4,-30.21118889,1.6,9.4,4
5,0.4,-26.49083842,1.6,9.4,4
4,0.5,-21.53927306,1.6,9.4,4
4.2,0.5,-25.28179506,1.6,9.4,4
4.4,0.5,-32.92170285,1.6,9.4,4
4.6,0.5,-36.03084475,1.6,9.4,4
4.8,0.5,-26.06237114,1.6,9.4,4
5,0.5,-21.1111646,1.6,9.4,4
3.8,0.6,-22.20551168,1.6,9.4,4
4,0.6,-25.32760394,1.6,9.4,4
4.2,0.6,-32.16553605,1.6,9.4,4
4.4,0.6,-39.60688782,1.6,9.4,4
4.6,0.6,-26.01888846,1.6,9.4,4
4.8,0.6,-20.5782441,1.6,9.4,4
3.6,0.7,-21.37455688,1.6,9.4,4
3.8,0.7,-25.15264594,1.6,9.4,4
4,0.7,-34.0026783,1.6,9.4,4
4.2,0.7,-36.91244431,1.6,9.4,4
4.4,0.7,-27.38479,1.6,9.4,4
4.6,0.7,-21.18929019,1.6,9.4,4
3.4,0.8,-21.87444781,1.6,9.4,4
3.6,0.8,-25.00018803,1.6,9.4,4
3.8,0.8,-32.07845976,1.6,9.4,4
4.2,0.8,-27.66163105,1.6,9.4,4
4.4,0.8,-22.14116556,1.6,9.4,4
3.2,0.9,-21.70754866,1.6,9.4,4
3.4,0.9,-24.334455,1.6,9.4,4
3.6,0.9,-30.6617608,1.6,9.4,4
4,0.9,-29.51405585,1.6,9.4,4
4.2,0.9,-22.37308586,1.6,9.4,4
3,1,-20.82571716,1.6,9.4,4
3.2,1,-24.25283487,1.6,9.4,4
3.4,1,-29.35689324,1.6,9.4,4
3.6,1,-38.27316953,1.6,9.4,4
3.8,1,-30.52047584,1.6,9.4,4
4,1,-22.7722084,1.6,9.4,4
3.2,0.2,-21.37334634,1.6,9.4,5.8
3.4,0.2,-26.61594055,1.6,9.4,5.8
3.8,0.2,-23.29379561,1.6,9.4,5.8
3,0.3,-22.08247254,1.6,9.4,5.8
3.2,0.3,-27.50539717,1.6,9.4,5.8
3.4,0.3,-36.70927851,1.6,9.4,5.8
3.6,0.3,-21.9594304,1.6,9.4,5.8
2.8,0.4,-21.45904689,1.6,9.4,5.8
3,0.4,-27.76914241,1.6,9.4,5.8
3.2,0.4,-39.83808145,1.6,9.4,5.8
3.4,0.4,-24.0985598,1.6,9.4,5.8
2.6,0.5,-21.40242821,1.6,9.4,5.8
2.8,0.5,-25.44865251,1.6,9.4,5.8
3.2,0.5,-25.27165548,1.6,9.4,5.8
2.4,0.6,-20.55318972,1.6,9.4,5.8
2.6,0.6,-24.39566883,1.6,9.4,5.8
2.8,0.6,-34.22799343,1.6,9.4,5.8
3,0.6,-27.98864706,1.6,9.4,5.8
2.4,0.7,-22.72329498,1.6,9.4,5.8
2.6,0.7,-30.28961861,1.6,9.4,5.8
2.8,0.7,-32.61231629,1.6,9.4,5.8
3,0.7,-22.30888818,1.6,9.4,5.8
2.2,0.8,-21.37855844,1.6,9.4,5.8
2.4,0.8,-25.78217978,1.6,9.4,5.8
2.8,0.8,-25.07251844,1.6,9.4,5.8
2,0.9,-20.13454196,1.6,9.4,5.8
2.2,0.9,-24.46223677,1.6,9.4,5.8
2.4,0.9,-35.40596771,1.6,9.4,5.8
2.6,0.9,-28.92749733,1.6,9.4,5.8
2.8,0.9,-20.57095245,1.6,9.4,5.8
2,1,-22.2839506,1.6,9.4,5.8
2.2,1,-29.11248757,1.6,9.4,5.8
2.4,1,-36.99941921,1.6,9.4,5.8
2.6,1,-23.44709298,1.6,9.4,5.8
0.6,0.2,-23.20116722,1.6,10.2,0.915
0.8,0.2,-30.38210862,1.6,10.2,0.915
1,0.2,-20.76613089,1.6,10.2,0.915
1.2,0.2,-24.74627015,1.6,10.2,0.915
1.4,0.2,-21.09548623,1.6,10.2,0.915
2,0.2,-21.03574357,1.6,10.2,0.915
2.2,0.2,-20.64830537,1.6,10.2,0.915
2.4,0.2,-26.42065582,1.6,10.2,0.915
3,0.2,-25.47586649,1.6,10.2,0.915
3.4,0.2,-21.24593032,1.6,10.2,0.915
3.6,0.2,-20.72122793,1.6,10.2,0.915
3.8,0.2,-26.61829287,1.6,10.2,0.915
4,0.2,-24.86043358,1.6,10.2,0.915
4.2,0.2,-24.81513361,1.6,10.2,0.915
4.6,0.2,-22.54037319,1.6,10.2,0.915
5.6,0.2,-23.46466315,1.6,10.2,0.915
10.2,0.2,-28.18623947,1.6,10.2,0.915
11.4,0.2,-32.90108219,1.6,10.2,0.915
12.2,0.2,-20.00366121,1.6,10.2,0.915
13.4,0.2,-22.45972154,1.6,10.2,0.915
15.4,0.2,-36.24097554,1.6,10.2,0.915
0.4,0.3,-22.42824179,1.6,10.2,0.915
0.6,0.3,-21.09605179,1.6,10.2,0.915
0.8,0.3,-21.45241933,1.6,10.2,0.915
1,0.3,-23.56059575,1.6,10.2,0.915
1.4,0.3,-24.96950516,1.6,10.2,0.915
1.8,0.3,-20.65206623,1.6,10.2,0.915
2,0.3,-25.41545544,1.6,10.2,0.915
2.2,0.3,-21.36704509,1.6,10.2,0.915
2.4,0.3,-23.0459901,1.6,10.2,0.915
2.8,0.3,-26.92389113,1.6,10.2,0.915
4.8,0.3,-23.16537452,1.6,10.2,0.915
8.4,0.3,-24.00707735,1.6,10.2,0.915
11.8,0.3,-20.36553405,1.6,10.2,0.915
14.6,0.3,-23.82808122,1.6,10.2,0.915
14.8,0.3,-22.09129512,1.6,10.2,0.915
17.2,0.3,-23.32614367,1.6,10.2,0.915
21.6,0.3,-30.92949314,1.6,10.2,0.915
0.6,0.4,-25.57470282,1.6,10.2,0.915
0.8,0.4,-22.23890192,1.6,10.2,0.915
1.2,0.4,-33.37403204,1.6,10.2,0.915
1.8,0.4,-22.39747772,1.6,10.2,0.915
2.2,0.4,-21.29044191,1.6,10.2,0.915
2.4,0.4,-21.27752315,1.6,10.2,0.915
3,0.4,-31.62713802,1.6,10.2,0.915
3.6,0.4,-33.71935404,1.6,10.2,0.915
3.8,0.4,-22.06089552,1.6,10.2,0.915
4.2,0.4,-30.22948577,1.6,10.2,0.915
4.4,0.4,-23.03750876,1.6,10.2,0.915
6,0.4,-22.1552673,1.6,10.2,0.915
7.6,0.4,-20.00037368,1.6,10.2,0.915
10.8,0.4,-25.28600264,1.6,10.2,0.915
11.2,0.4,-22.95739614,1.6,10.2,0.915
13.4,0.4,-20.89100826,1.6,10.2,0.915
13.8,0.4,-22.33632182,1.6,10.2,0.915
1,0.5,-20.9957676,1.6,10.2,0.915
1.2,0.5,-33.3754222,1.6,10.2,0.915
1.4,0.5,-22.5211171,1.6,10.2,0.915
1.6,0.5,-27.05499413,1.6,10.2,0.915
2.2,0.5,-25.42841992,1.6,10.2,0.915
2.4,0.5,-21.97062666,1.6,10.2,0.915
2.8,0.5,-27.48201076,1.6,10.2,0.915
3,0.5,-21.17706238,1.6,10.2,0.915
3.6,0.5,-24.05991478,1.6,10.2,0.915
4,0.5,-37.11724143,1.6,10.2,0.915
4.2,0.5,-21.2724937,1.6,10.2,0.915
4.8,0.5,-23.92522908,1.6,10.2,0.915
5.2,0.5,-20.41004004,1.6,10.2,0.915
6,0.5,-23.46837396,1.6,10.2,0.915
7,0.5,-21.93331718,1.6,10.2,0.915
9.2,0.5,-24.48588548,1.6,10.2,0.915
9.8,0.5,-21.29156676,1.6,10.2,0.915
11.4,0.5,-22.43014381,1.6,10.2,0.915
13.4,0.5,-21.7524499,1.6,10.2,0.915
0.4,0.6,-24.7644477,1.6,10.2,0.915
0.6,0.6,-35.90805166,1.6,10.2,0.915
1.2,0.6,-21.67578396,1.6,10.2,0.915
1.4,0.6,-20.01429766,1.6,10.2,0.915
1.6,0.6,-21.20989619,1.6,10.2,0.915
2,0.6,-25.03479077,1.6,10.2,0.915
2.2,0.6,-21.05300405,1.6,10.2,0.915
3,0.6,-22.03242579,1.6,10.2,0.915
3.2,0.6,-23.50185199,1.6,10.2,0.915
3.4,0.6,-20.60808451,1.6,10.2,0.915
4.4,0.6,-20.51437168,1.6,10.2,0.915
4.6,0.6,-24.3067293,1.6,10.2,0.915
7.2,0.6,-29.4945673,1.6,10.2,0.915
9.4,0.6,-21.95321799,1.6,10.2,0.915
